uid,text,data_part
dDHJZExBF00--6,The Mistry family said that they own 18.4% stake in the Tata group.,Train
rOv09myVOmA--28,Never share the face cover with anyone. Every member in a family should have a separate face cover.,Test
GDbUT-JvzW0--20,Prasanth was very happy to return home and meet his family after suffering in the jail for 4 years.,Train
cjvBVQ8zgPU--78,four different magenta squares.,Train
fhiLE7DqT2o--8,"passengers will not be allowed to fly to Saudi Arabia for the Umrah to prevent an coronavirus outbreak,",Train
00094a2700f5-95,15 dash,Train
nIjAEHi-6HU--156,plant part which gives us the ingredient fruit.,Test
tkPz3tmPzsY--10,"After this incident, Shaw and Yadav had dinner at the hotel.",Train
2PDVqrc3eU4--16,for the teacher.,Train
m-vzXssmO90--172,during the pandemic as well,Test
TAlti-6447M--37,It will also be shameful for the parents.,Test
DvMsbcIDct8--26,"As the pyre burned, the mother started wailing",Train
eWndPJm4Iy8--21,"If you are booking after 31st January 2020, you will have to extra Rs 50. This means you have to pay Rs 700.",Train
DEzeOZSFuwE--0,"Like we have the Indian Parliament in Delhi, Donald Trump has informed the United States Congress",Train
HGHy4NTXaiY--24,That's not the case! It is perfect for Deaf individuals as all the information is in Indian Sign Language in video format.,Validation
a0GJqWQf2so--16,Often he ran away to play in the forest.,Train
rcrNTVSx04c--7,The last time she was at the Australian Open she was pregnant.,Train
vDozR-WdXJg--37,Then we renovate the structure accordingly.,Train
EGZ13Gd6cj4--26,"We practiced well, kept cool minds and focused. It's a proud moment for India”",Validation
PfZguvoX6qI--110,and american express have announced that,Train
leK6HaUTm7k--6, She scored 98.5% i.e. 591 out of 600 marks. Amazing!!,Train
tRdqPGHDEvM--36,Discuss how the motif here turns clockwise.,Train
2kZChqV_A90--11,Banks had continued to lend generously to ABG Shipyards and did nothing when the amount was not repaid.,Train
wr3x5hm8op4--24,But it was the skills of the female pilot that ensured the safety of the passengers during the emergency landing.,Train
exqm_484F14--52,"Still, we consider them as non-living.",Train
3vCea9zWFek--20,"10. Staff must wear face shields or must have glass barriers at the counter, while interacting with passengers.",Train
T6qUCBDmZKE--1,Earlier the price of LPG in Delhi was Rs 884.5 now it is Rs 899.5,Test
IpRLdrFqxKk--28,Figure 12.1,Validation
zoBP39jyRMs--283,performed by people who lived in Mathura.,Train
a0GJqWQf2so--93,and we will be rid of him.,Train
D8fQxwV-xCk--18,A participant Robyn Lindner said a day before the shoot she had a sleepless night. She was very nervous to strip.,Train
5v639n_dMOI--0,"Leh is at a height of 11,000 feet.",Train
ZfFiI6CJ0bo--60,Now it has all ended. It really was not easy.,Test
LvN9Dxq2iLY--53,This fish weighs 8 kg.,Train
oaWjcWgVeCs--65,They were summoned on 10th April but they gave excuses saying they had to travel.,Train
wpvEYPr1vXo--16,3-4 days back Akshay felt very bad and realised he made a mistake.,Train
hcqK6kAu2B4--14,"So that researchers can be prepared for the future. The Central Government has also issued a warning saying,",Train
EWbcQfcgmW8--142,Sign Language is a must!,Validation
a4ObYU8CNck--0,"On 16th April, a horrific incident played out in Palghar, Maharashtra, barely 125 kilometer away from Mumbai.",Validation
rxm-j3__oI0--6,The same goes for other companies as well. Please remember this.,Train
70745e15917e-29,Wonderingly,Train
lXSHkJsuw2s--16,"You will be able to make proper decisions and judgments. Hence, sleep is important.",Train
aTB_lu2Im8Y--89,"Take two boxes of cardboard, such that one can slide into another with no gap in between them.",Train
UxC4VJ26WJE--22,Also covid safety norms are not being followed. People are pretending like everything is back to normal now.,Test
Vx-b8V4wHq4--16,India has strongly objected,Train
d80b02f1b480-30,Let's read.,Train
vETM3KQTFf8--3,Here is what happened.,Validation
3G3wXa7Ax_A_d,"the fact of being with a person or people, or the person or people you are with",Train
E1gOptJg6mM--12,The Gaza strip has a huge network of tunnels which Israel is planning to flood.,Validation
uSymBXx92rA--6,"However, his health kept on deteriorating and swelling was observed in his brain.",Train
3Fq_xhDvm7k--28,"Vimal said, “I have seen Zeenat grow up. She is like my younger sister.",Train
pK7HSWtvpEU--29,except for a few occasions.,Train
3odTMYaauMc--4,But both sides have insisted that since 40 years no bullet has been fired.,Train
ow5ID89VilI--1,"Now one more incident has occurred, again with Air India.",Train
6094ad90f864-71,blank page,Train
V2T0jJWzLTo--16,These podiums will be made from plastic. That's really great!,Train
9bqfEh7BD3c--24,he wants Kailaasa to be recognised by the UN as well.,Train
7VuydLqBT9g--13,The governments must shut down factories producing revealing clothes.,Train
zjuofB5Vx_M--26,Not more than 100 people to assemble in weddings and other functions taking place in closed spaces.,Train
TMh-sLRHiGI--18,He belongs to a backward community.,Train
NIFjmiiKaPg--27,That's why it was decided to impose the ban. Wow! New Zealand is this first to do such a thing.,Train
MYGqMojGwBE--136,What you can't digest will keep sitting and rotting in your body,Validation
2B2z46vgaAA--8,"1600 in the Air Force,",Train
Vaj6YCJIMRw--6,Shikhar Dhawan did not bowl or field.,Train
HYHu1YhTbwg--0,You are all aware about actress Shilpa Shetty's husband Raj Kundra's involvement,Train
Rs3VxBct2s8--2,These protests are peaceful. ISH News has released various videos about the issue. You can watch them here.,Train
5a1348dfe236-57,Learn the days of the week in English.,Train
AfH5UyA1q1c--6,"Since they did not have the passes, the police told them to go back home.",Train
wy_iZz_Y0xM--98,This body shape is called stream lined.,Validation
zgdF75-cZ4c--20,He left Rajasthan Royals and joined Delhi Capitals.,Train
-ZfvxlrzzKI--13,In 3 days time they prepared for test.,Validation
g2rAuDZ-CN4--10,"Goa's Health Minister Rane said that international flights with 4,000 passengers land in Goa every day and that every flight has Covid positive passengers.",Train
IcViaxFQJZk--6,ISH News has already released a video about it. Click here on YouTube to watch the entire video.,Train
Wiv6_OIMdJI--39,"More than 100 people have been arrested. However, Singh escaped.",Train
nSQUhb44s5M--61,Majeed's father is working in UAE.,Train
LAQfdYqykZI--3,and is moving in the north-west direction towards India with the speed of 14Kmph,Train
pfzOHCC1W7g--10,8. Wheelchair Basketball,Train
AOj7wpeMFbU--3,Then how did India win?,Test
dfGReyQzBAc--24,"Yesterday on 17th July 2019 ICJ in Hague, Netherlands",Train
HBQwzyxvkZA--136,are called aquatic habitats.,Train
uJ0lMglD9Es--30,as they knew that Congress would not be able to manage.,Train
Bx047psani8--130,"I have decided to give up dirty, dead foods forever.",Train
HBQwzyxvkZA--192,Understood the a biotic factors and the adaptations of animals in these habitats.,Train
ijrjSBx7WTc--5,Listen to.,Train
llET_jSp6Hw--9,Sepoy Lungambui Abonmei and three other Army personnel were seriously injured,Train
KrDc2LRJqq0--44,to make the rules easier and allow mexicans to enter the US.,Train
HBQwzyxvkZA--206,Figure 9.5 Shows,Train
Ru-1GESLCTQ--17,An anonymous police official said that all preparations are ready for the execution of the rapists.,Train
s11TBv1y0y8--7,She overtook the bicycle and allegedly stabbed the Deaf man on the neck with a knife that she was carrying.,Train
WnVHeL-jn3o--1,She was living in the city of Ashkelon in Israel.,Train
Vbeiz94SyEI--108,We know about him from an inscription composed on behalf of his mother.,Train
4KQJxMul1us--3,Many such devastating images were viral and saddened people.,Train
fvMpk94fIDI--4,"investments in shares, Mutual funds,",Train
hLFPOTwey70--4,But they want a 50-50 share in the government.,Train
R5xjlITOxCY--26,The tester opens like the letter L. Are you sure they are all?,Train
70XV-MOThWI--7,This has become a reality in Bengaluru. Surprising!,Train
BoQnl3eSfSw--41,are facing trials and can receive sentences ranging from three years to life imprisonment.,Train
wldukQG0aLg--10,Priyanka is using her first name because she wants to use that in her future projects.,Train
HGUa82jvHYo--7,She then flew from Jalandhar to Hyderabad yesterday on 10 January 2022.,Train
P3L944dj9sw--25,Their aim is to help eliminate COVID-19.,Train
vQ8wDcqssqA--8,much like the USA. This is how Kangana responded to Rihanna.,Train
5uxqKvxw-FQ--149,Place one of the plates in sunlight.,Validation
BO1ehFUMWEs--4,"It is composed of potassium, aluminum, hydrogen, sulfur and oxygen.",Train
aVaM2wHj9i0--11,She and her father pedalled for 120 km a day to visit schools and other places,Train
2PDVqrc3eU4--50,It is larger than half of 100?,Train
UpSb2VugJHE--22,Whichever frog would reach the top of the Eiffel tower first would be the winner,Train
6c91aaacea0a-143,peepal,Train
57cab2a92c69-43,so,Train
TIFqFtryW9A--1,"In the begining everyone is nice but it later leads to animosities, arguments, blame games, abuses, etc.",Train
his1hDKCL4c--9,She should not be denied promotion.,Train
stXOrHDk2os--2,This will be applicable all over the country.,Validation
9TjC4dIv-b8--1,"Scan UPI codes and make payments, transfer money online, and making purchases all are done by scanning QR codes on the phones.",Train
6PzVdCh7cjk--7,The car had 26 wheels.,Train
0vX_jxeV0SQ--12,A helicopter was sent to Syria and it was to land near al-Qurash house which was surrounded by trees.,Train
wMk3tNUUv2E--35,"Any Deaf organization can use the phrase ""Deaf Festival"".",Train
a-r4s-l0BxI--10,People were upset with what was mentioned in the letter.,Train
7CuBSDLjfIo--189,as shown in figure 7.6.,Train
ovQuOcvIG-g--20,The central governement will not interfere in this transaction.,Test
O8V8kz6JcFs--180,which is the blank in bracket old living animal.,Train
a0GJqWQf2so--160,"Question number seven, part A.",Train
0MeB0RwKvRo--8,The local police have registered an FIR and are investigating the matter.,Train
07285daf5fd0-120,It is beautiful. 6,Train
lUZmppB2KIg--12,I was under the assumption that Indian society had progressed with time,Train
dJ_5m1Y2InE--258,How many blue boxes are there?,Test
NoVPRWXWUZE--14,It was very hot and noisy. And yet?,Validation
jXYcAvK7MTA--132,It was at the hub of communications for centuries.,Train
nocF-t3HfAE--4,Companies that make such nail polishes say they are completely natural but still contain some chemicals.,Train
IykCj1JGO5A--121,is what the police says the police says,Train
KHL0wkbu0-s--23,This wasn't right. It would have been better if there was a different rule.,Train
1-xtZ5QI5vM--4,"They are located in Tirur, Malappuram, Kerala.",Train
w2ekch7fFE4--3,"Around the world there are river cruises. But now India is set to launch the world's longest river cruise, Ganga Vilas,",Train
RnuycOnLhAQ--27,Finding a solution to suicide is very difficult. You can watch our previous video and learn about ways to deal with your issues.,Train
pwnPigO4MuM--163,How would you obtain clear water from a sample of muddy water?,Train
RGGimC8Gt9c--6,This is a wonderful idea! For a long time old buses were sold in scrap,Train
wwpVbWKHm-s--15,Then she was thrown on the ground. She got lost and her parents could not find her.,Train
iU_bakMBJrw--16,"At the University of Sydney Ecologists - people who study the environment, animals, etc",Train
992d9f7b37d2-5,Meenu's brother Kunal and their father,Train
yzP6HD0Zr3Y--44,A younger neighbour,Train
Gy1ESrd85hA--13,A One-Stop centre will be set up in the Indian Embassies of such countries.,Train
E1HF1gNEa5Q--5,Phogat had arrived in Goa on 22nd August and was staying in a hotel in Anjuna area.,Train
aqvDCv3qhww--10,Nobody lives there.,Train
809a3a5e02d1-141,"1. From newspapers or old magazines, collect stories or reports.",Train
jWhxkVoqig8--185,and in group B those that have fibras roots.,Train
luybAM0OP88--2,Let me tell you what happened.,Train
C80GZM_2dbI--2,"They have a loss of Rs. 5,557 crore. They have to pay back a loan of Rs 53,000 crore.",Test
KrDc2LRJqq0--33,Their picture has gone viral all over social media.,Train
mJ69KqzX3lU--156,puzzle,Train
533abb879383-58,cot,Test
MAWT6JlRPHM--24,6 new Indian films from different parts of the country,Train
jWhxkVoqig8--187,What kind of Venetian do they have?,Train
LjivcT4ZVQ4--34,"At the New Tropical Inn near the Dehiwala Zoo,",Train
tcMLCDyW6NE--19,His personal dating life was average.,Train
K131cwl2jRU--9,This was how the list was made.,Train
AJ7zHEnt6UM--5,"CAG said that between November 2015 and September 2016, there was a 98% shortage of snow goggles.",Train
FVt2RxDdy5Q--18,"we are not party to the war. If we are getting cheap oil from Russia, we will buy.",Train
yzP6HD0Zr3Y--107,"Please, yourselves.",Train
EO2U_VoYnbs--96,through an integrated approach. Mathematical concepts,Train
Nn9spzBqmMs--59,Tansen and Hussaini had five children.,Train
Vc-RbJc2Be0--213,Plants and animals depend on each other for exchange of oxygen and carbon dioxide from air.,Train
vOayzlLJkLY--22,After all these years now they have made this announcement. After all these years it is now pointless.,Train
fsV1Qztx9wE_e1,The air in the balloon expands when heated.,Train
9b0136913690-50,But he had not touched him even four times with the razor when he stopped.,Train
tpKE8EDpccU--107,Manan : Is learning ISL important?,Train
-JcVFIbL0zM--9,He always wanted to visit the city and shoot his parkour stunts.,Train
Vbeiz94SyEI--159,The Kushanas were amongst the earliest rulers of the subcontinent to issue gold coins.,Train
07285daf5fd0-166,Mountain,Train
NKorLR3nujw--20,She suffered a defeat of 4.5 lakh votes.,Train
Fj2oMveXO18--21,"During that 1 year, it cna be opened any time and revealed to the public.",Train
xs3uWDVlmCU--4,Earlier female foeticide was prevalent in the suicide. People never wanted a girl child and considered it a financial burden.,Test
LbE_0jRARNg--16,Despite this such advertisement are still made.,Train
6KUwSx3EQ0o--9,They kept two burgers - one with preservatives and one natural without preservatives - and observed them for 30 days.,Train
wkGWcwDEjcw--9,1. Finland,Train
LljUaUMMCdg--68,"In appearance, materials can have different properties. Like, lusture",Train
rPEVSw1X6GE--35,"dealing with inequality of wealth,",Train
0xG_XhIVARk--18,that he helped supply the explosives for the Pulwama attack.,Train
0RvIQ3JyVoU--8,The surgeon was wearing a face mask and gloves. The cat tested positive and was in isolation like the rest of the family.,Train
